Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/03/2015,"3 PINE GROVE, COILL FADA, LONGWOOD",,Meath,110000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"3 Sandfield Terrace, Mallow",,Cork,81500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"309 THE CUBES, SOUTH BEACON QUARTER, SANDYFORD",Dublin 18,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"31A KILMALUM AVENUE, BLESSINGTON MANOR, BLESSINGTON",,Kildare,231000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"35 PRESENTATION PLACE, GREENMOUNT, CORK",,Cork,170000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"36 DUFFYS TCE, DUNDALK, LOUTH",,Louth,92000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"36 LERRU VIEW ROAD, ABBEYLANDS, BARNHILL",,Kildare,177000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"37 Elgin Wood, Springfield, Bray",,Wicklow,279000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"38 JOLLY MARINER, COOSAN RD, ATHLONE",,Westmeath,115000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"39 ASHTOWN GROVE, NAVAN ROAD, DUBLIN 7",,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"4 FRANKFIELD VIEW, OLD YOUGHAL RD, CORK",,Cork,165000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"4 Springfield, Ardnacrusha",,Clare,253303.96,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2015,"4 THE GREEN, HUNTSFIELD DOORADOYLE, LIMERICK",,Limerick,214000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"4 WOODSTOWN PLACE, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"40A MAIN ST, BELMAYNE, MAIN ST DUBLIN 13",Dublin 13,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"44 LACKEN DR, KILKENNY, KILKENNY",,Kilkenny,176000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"46 ROCKBARTON PARK, SALTHILL, GALWAY",,Galway,600000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"47 PHIBSBORO ROAD, PHIBSBORO, DUBLIN 7",,Dublin,94500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"48 MORNINGTON TOWERS, MORNINGTON, MEATH",,Meath,175000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"49 HANOVER DOCK HANOVER QUAY, DUBLIN 2, DUBLIN",Dublin 2,Dublin,533500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"5 UPPER BELADD, STRADBALLY RD, PORTLAOISE",,Laois,130000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"51 Inis Alainn, Cobh, Cork",,Cork,114537.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2015,"55 Ard Righ Road, Stoneybatter, Dublin",Dublin 7,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"55 Gleann Dara, Manorhamilton",,Leitrim,96916.3,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2015,"56 THE GREEN, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"6 BROOKLODGE GROVE, GLANMIRE, CO.CORK",,Cork,83000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"6 DOCK ROAD, GALWAY",,Galway,370000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"6 Maolbuille Road, Glasnevin, Dublin 11",Dublin 11,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"6 Mill Bank Walk, Old Road, Rush",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"6 SANDYFORD HALL CRESCENT, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"62 FERNLEIGH DR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"7 DRAGOON HILL, HOLLYWOOD, WICKLOW",,Wicklow,250000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"7 LUTTRELL PARK COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,363000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"7 RING OF KERRY COTTAGES, KENMARE",,Kerry,90000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2015,"71 ENNAFORT PARK, RAHENY, DUBLIN 5",Dublin 5,Dublin,535000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"71 LANESBOROR MEWS, ST MARGARETS RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,97500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"75 ST GABRIELS, JOHNSTOWN RD, CABINTEELY DUBLIN 18",Dublin 18,Dublin,258333,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"78 ELM MOUNT AVE, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,382000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"79 Hazelwood, Cosmona, Loughrea",,Galway,62500,Yes,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"8 THE COURT, MULHUDDART WOOD, MULHUDDART DUBLIN 15",Dublin 15,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"9 O CONNELL RD, TIPPERARY TOWN, TIPPERARY",,Tipperary,51500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"9 Trafalgar Terrace, Monkstown",,Dublin,1150000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"93 BROWNES HILL WOOD, BROWNESHILL ROAD, CARLOW",,Carlow,155000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2015,"93 Slievenamon Road, Drimnagh",Dublin 12,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"93 SYCAMORE ROAD, MONVOY VALLEY, TRAMORE",,Waterford,122500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"93 WATERGATE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"94 COLLINS PARK, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"96 SLADE CASTLE AVE, SAGGART, CO DUBLIN",,Dublin,164950,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"98 CLAREMONT COURT, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,151000,Yes,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"98 NEPHIN RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 1 HAZEL HOUSE, BRIDE ST, LOUGHREA",,Galway,90000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 12, THE PLAZA, SHORE RD",,Sligo,94000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 148 CLARION APTS, BALLYTIVAN, SLIGO",,Sligo,75000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 1, GROODY HILL COMPLEX, OLD DUBLIN ROAD",,Limerick,49797.47,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 26 WHITESTOWN WALK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,125000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 2, GROODY COTTAGE, OLD DUBLIN RD",,Limerick,38308.25,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 2, MERRION PLAZA, FENIAN ST DUBLIN 2",Dublin 2,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 3 GROODY COTTAGE, OLD DUBLIN RD, LIMERICK",,Limerick,49797.47,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 4 THE COTTAGE, GROODY HILL, OLD DUBLIN RD",,Limerick,38308.25,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 4, CATHEDRAL HOUSE, 51 53 PATRICK ST DUBLIN 8",Dublin 8,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 5 THE COTTAGE, OLD DUBLIN RD, LIMERICK",,Limerick,49797.47,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 6 GROODY COTTAGE, OLD DUBLIN RD, LIMERICK",,Limerick,38308.25,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 7, GROODY HILL HOUSE, OLD DUBLIN RD",,Limerick,49797.47,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"APT 8 THE COTTAGE, OLD DUBLIN RD, LIMERICK",,Limerick,38308.25,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"AUGHAVANLOMAUN, BALLINAMULT, CO TIPPERARY",,Tipperary,55000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"Ballingorkagh, Annestown, Co. Waterford",,Waterford,165000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"BALLYBAUN, BALLYGLUNIN, GALWAY",,Galway,150000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"BALLYCANNON, CROAGH, LIMERICK",,Limerick,170000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"BREAFFY, HERBERT RD, BRAY",,Wicklow,376000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"BRIZE, CLAREMORRIS, CO MAYO",,Mayo,62000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"CAHERBULLOG, CRAGGAGH, VIA GALWAY",,Clare,70000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"Carrickatee, Loughmourne",,Monaghan,100000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/03/2015,"Clooncunna South, Ballysimon",,Limerick,250000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"CREEVAGH, NEW INN, GALWAY",,Galway,162000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"CROSSCONNELL, CLONMANY, DONEGAL",,Donegal,78000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"DERRYGOWNA, LANESBOROUGH, LONGFORD",,Longford,95000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"DUNSHIN HOUSE, DOWNINGS GROVE, DROMNEVANE KENMARE",,Kerry,280000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"EMILA, BALLYFERRITER, TRALEE",,Kerry,50000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"FIRST FLOOR APT, ST JUDES, CORNELSCOURT VILLAGE DUBLIN 18",Dublin 18,Dublin,192775,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"GOLDEN HAVEN, CASTLEPARK, GOLDEN",,Tipperary,120000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"GORTKEERAN, KILTULLAGH, ATHENRY",,Galway,215000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"GRIANAN, FARNABLAKE, ATHENRY",,Galway,285000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"H133 BRU NA SIONNA, SHANNON, CLARE",,Clare,65000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"Harperstown, Taghmon, Co. Wexford",,Wexford,210000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"KILBANE HOUSE, GOLF LINKS RD, CASTLETROY",,Limerick,790000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"KILLYAN, NEWBRIDGE, BALLINASLOE",,Galway,32500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"LONGSTONE, CULLEN, CO TIPPERARY",,Tipperary,30000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"MAIN STREET, TAGHMON, CO. WEXFORD",,Wexford,150000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"NEWTOWN BAKER, KELLS, KILKENNY",,Kilkenny,230000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"No. 20  Temple Manor, Ballinacarrow",,Sligo,68000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/03/2015,"Number 19 Whitethorn, Athgarvan, Newbridge",,Kildare,350000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/03/2015,"PEPPERSTOWN, ARDEE, LOUTH",,Louth,180000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"RIVERSIDE, TULLAMORE, OFFALY",,Offaly,170000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"SUNBERRY, KILLOWEN, BLARNEY",,Cork,232500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"TEARMANN, TAY RD, COBH",,Cork,275000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"THE CHALET, BELVUE, MALLOW",,Cork,140000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"The Green Cottage, The Long Walk, Edenderry",,Offaly,25000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"THE OLD SCHOOL HOUSE, COLLEEN, TULLOGHER",,Kilkenny,123000,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"TIGIN, BRACKWANSHA KNOCKMORE, BALLINA",,Mayo,99800,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"UNIT 2, 180 PHIBSBORO ROAD, PHIBSBORO",,Dublin,94500,No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"WATERFORD CASTLE, THE ISLAND, BALLINAKILL",,Waterford,1575000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"1 CALDER HOUSE, PADDY BROWNES RD, WATERFORD",,Waterford,35000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"1 DERHEEN, THURLES, CO TIPPERARY",,Tipperary,55000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"1 LYNDON GATE, BLACKHORSE AVE, DUBLIN 7",Dublin 7,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"1 RIVERDRIVE, CASTLEDRUM, CASTLEMAINE",,Kerry,227000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"1 THE WILLOWS, CLONGOUR, THURLES",,Tipperary,170000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"10 Bluebell Lane, Forest Hill, Carrigaline",,Cork,180617,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"10 LORETO RD, MARYLAND, DUBLIN 8",Dublin 8,Dublin,187000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"10 SEAFIELD RD, KILLINEY, DUBLIN",,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"101 Aghnaharna Drive, Portlaoise",,Laois,176211.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"103 Lismore Park, Waterford",,Waterford,95000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"106 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.77,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"11 ST BRIGIDS CRESCENT, CASTLEBAR, MAYO",,Mayo,80000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"113 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.77,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"117 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.77,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"118 BACHELORS WALK, DUBLIN 1",,Dublin,169800,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"12 Mount Vernon Terrace, Military Hill, Alexandra Road",,Cork,125000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"12 THE BRAMBLES, PEMBROKE WOOD, PASSAGE WEST",,Cork,186000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"12 WILLOW FIELD, PARK AVE, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,304000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"120 BELLEVUE, SOUTH CIRCULAR RD, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"120 the Heath, Ramsgate Village, Gorey",,Wexford,129716,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"121 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.84,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"13 CRUMLIN VILLAGE, DUBLIN 12, DUBLIN",Dublin 12,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"13 HEATHERWALK, ARD SIONNACH, SHANAKIEL",,Cork,140000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"13 MULLACH GLAS CRESCENT, MULLAGHMONAGHAN",,Monaghan,62506,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"13 PRESTON GATE, ATHY, CO KILDARE",,Kildare,64000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"143 MOYVILLE EST, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"16 B CRAWFORD SQUARE, MOVILLE, INISHOWEN",,Donegal,26000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"16 CHATSWORTH ST, CASTLECOMER, KILKENNY",,Kilkenny,197000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"16 GLENCURRAGH, SKIBBEREEN, CORK",,Cork,63000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"18 Aylesbury Avenue, Ferrybank, Co Waterford",,Waterford,130000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"19 COLLEGE PARK, ENNIS, CO CLARE",,Clare,105000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"19 DOLLYMOUNT GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,670000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"19 GORT AN TEANNAL, CORLAT, MONAGHAN",,Monaghan,42000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"19 GREENHILLS VIEW, THE PINES, BALLINSLOE",,Galway,90000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"19 UPPER NORTH BROOK AVE, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,286500,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"2 CARYSFORT HALL, CARYSFORT AVE, BLACKROCK",,Dublin,515000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"2 GREENHILL ROAD, WICKLOW TOWN, WICKLOW",,Wicklow,185000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"2 North Road, Drogheda",,Louth,46000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"2 NURSERY DR, ARDFALLEN ESTATE, DOUGLAS RD",,Cork,395000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"2 OAKFIELD PARK, GLANMIRE, CORK",,Cork,270000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"20 Hillview, Clerihan, Clonmel",,Tipperary,156000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"22 DUN EMER GREEN, LUSK, DUBLIN",,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"22 MARKET SQ, GREEN ST, DUBLIN",Dublin 7,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"22 MICHAEL ST, KILKENNY, KILKENNY",,Kilkenny,131000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"22 SEAFORT AVE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,562500,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"23 FRANCIS STREET, WATERFORD, CO WATERFORD",,Waterford,50000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"23 MEADOW VALE, CHARLEVILLE, CORK",,Cork,210000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"24 Newcastle Court, Cluain Ri, Ballymahon",,Longford,65000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"25 BLACKROCK VIEW, EDEN, BLACKROCK",,Cork,149000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"25 FOUNTAIN COURT, BALLINORIG, TRALEE",,Kerry,50000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"25 GRATTAN COURT, FATHER GRIFFIN ROAD, GALWAY",,Galway,535000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"25 Newcastle Court, Cluain Ri, Ballymahon",,Longford,65000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"28 CLOYNE RD, DRUMLIN, DUBLIN 12",Dublin 12,Dublin,267000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"3 ARDEE GROVE, ARDEE RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,337000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"3 THE GROVE, GLEANN NA RI, TOWER BLARNEY",,Cork,190000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"3 THE WALK, DUNBOYNE CASTLE, DUNBOYNE",,Meath,350000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"32 LIBERTY COURT, LR CLANBRASSIL ST, DUBLIN 8",Dublin 8,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"34 OLIVER PLUNKETT ST, MULLINGAR, PLUNKETT ST",,Westmeath,150000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"36 Eaton Close, Rathcoole",,Dublin,103458,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2015,"38 HEYWOOD RD, CLONMEL, TIPPERARY",,Tipperary,25000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"39 RATHMORE AVE, STILLORGAN, DUBLIN",,Dublin,580000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"4 BALLYFERMOT DR, DUBLIN 10, DUBLIN",Dublin 10,Dublin,79000,Yes,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"4 CHAPEL HILL, CARRIGALINE, CO CORK",,Cork,123000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"4 MARINE VIEW, BUNDORAN, DONEGAL",,Donegal,49000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"4 MAYBERRY PARK, MAYBERRY RD, KILNAMANAGH DUBLIN 24",Dublin 24,Dublin,243000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"4 St. Enda's Villas, Navan",,Meath,150000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"42 Woodlands Park, Arklow",,Wicklow,155000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"44 ESKER HILLS, BALLINASLOE, GALWAY",,Galway,40000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"49 HUNTERS WOOD, OSPERSTOWN, NAAS",,Kildare,90000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"49 WILSON RD, MOUNT MERRION, BLACKROCK",,Dublin,615000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"5 BALLINFOYLE MEWS, HEADFORD RD, GALWAY",,Galway,200000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"5 KILKIERAN COURT, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"5 MANOR CRESCENT, THORNBURY VIEW, ROCHESTOWN",,Cork,247500,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"5 MONASKEHA, CLONLARA, CLARE",,Clare,234000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"5 PARK HOUSE, MAIN ST, PORTARLINGTON",,Laois,34000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"52 BALLINLEA, ASHFORD, WICKLOW",,Wicklow,168000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"54 BLUEBELL WOODS, ORANMORE, GALWAY",,Galway,113500,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"58 GLENCARRICK, ROSCREA, CO TIPPERARY",,Tipperary,85000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"6 Atlantic Coast, Strand Road, Tramore",,Waterford,42000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"6 LAVALLIN DR, WHITECHURCH, CORK",,Cork,245000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"6 OLD STABLES, CASTLEREDMOND, MIDLETON",,Cork,137000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"62 GALTRIM GRANGE, MALAHIDE, DUBLIN",,Dublin,231000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"62 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.77,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"63 GLENINA, GORT RD, ENNIS",,Clare,95000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"64 SMITHFIELD GATE, SMITHFIELD RED COW LANE, DUBLIN 7",Dublin 15,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"68 PEBBLE DR, TRAMORE, WATERFORD",,Waterford,37000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"7 Gleann na Riogh Court, Naas",,Kildare,325000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"7 MOYCOURT, MOYVALE, BALLYMAHON",,Longford,26500,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"7 THE BOULEVARD, BISHOPS ORCHARD, TYRELLSTOWN",Dublin 15,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"74 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.77,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"75 Ivy Exchange, Parnell Street",Dublin 1,Dublin,77777.77,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"76 HYDE SQ, SOUTH CIRCULAR DUBLIN, DUBLIN 8",Dublin 8,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"8 ARAN COURT, GALWAY RD, ROSCOMMON",,Roscommon,55000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"8 BALLINWILLIN, MITCHELSTOWN, CO CORK",,Cork,165000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"8 CARLETON VILLAGE, YOUGHAL, CORK",,Cork,62000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"8 GRACELANDS, RATHCORMAC, CO CORK",,Cork,70000,No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"8 THE VIEW, WOODPARK, BALLINTEER DUBLIN 16",Dublin 16,Dublin,470000,No,No,Second-Hand Dwelling house /Apartment,
